year,province1,prov1_battle,province2,prov2_battle,road,road_battle,lagged_battle,neighbors,area,landlocked,prov1_terrain_ruggedness,region_id,region,region_toosandoo,region_tookaidoo,region_hokurikudoo,region_kinai,region_nankaidoo,region_sanindoo,region_sanyoodoo,region_saikaidoo
1467,houki,0,bicchu,,0,,,5,2036.37,0,213.27,6,sanindou,0,0,0,0,0,1,0,0
1467,houki,0,mimasaka,,0,,,5,2036.37,0,213.27,6,sanindou,0,0,0,0,0,1,0,0
1467,houki,0,inaba,,1,,,5,2036.37,0,213.27,6,sanindou,0,0,0,0,0,1,0,0
1467,hyuuga,0,osumi,,1,,,4,8227.16,0,252.52,8,saikaidou,0,0,0,0,0,0,0,1
1467,hyuuga,0,satsuma,,0,,,4,8227.16,0,252.52,8,saikaidou,0,0,0,0,0,0,0,1
1467,hyuuga,0,bungo,,1,,,4,8227.16,0,252.52,8,saikaidou,0,0,0,0,0,0,0,1
1467,hyuuga,0,higo,,0,,,4,8227.16,0,252.52,8,saikaidou,0,0,0,0,0,0,0,1
1467,iga,0,yamato,,0,,,4,885.44,1,171.69,2,toukaidou,0,1,0,0,0,0,0,0
1467,iga,0,yamashiro,,0,,,4,885.44,1,171.69,2,toukaidou,0,1,0,0,0,0,0,0
1467,iga,0,oumi,,0,,,4,885.44,1,171.69,2,toukaidou,0,1,0,0,0,0,0,0
1467,iga,0,ise,,0,,,4,885.44,1,171.69,2,toukaidou,0,1,0,0,0,0,0,0
1467,inaba,0,mimasaka,,0,,,4,1432.43,0,270.71,6,sanindou,0,0,0,0,0,1,0,0
1467,inaba,0,houki,,1,,,4,1432.43,0,270.71,6,sanindou,0,0,0,0,0,1,0,0
1467,inaba,0,harima,,0,,,4,1432.43,0,270.71,6,sanindou,0,0,0,0,0,1,0,0
1467,inaba,0,tajima,,1,,,4,1432.43,0,270.71,6,sanindou,0,0,0,0,0,1,0,0
1467,ise,1,kii,,0,,,7,3506.41,0,201.76,2,toukaidou,0,1,0,0,0,0,0,0
1467,ise,1,yamato,,0,,,7,3506.41,0,201.76,2,toukaidou,0,1,0,0,0,0,0,0
1467,ise,1,oumi,,1,,,7,3506.41,0,201.76,2,toukaidou,0,1,0,0,0,0,0,0
1467,ise,1,iga,,0,,,7,3506.41,0,201.76,2,toukaidou,0,1,0,0,0,0,0,0
1467,ise,1,shima,,1,,,7,3506.41,0,201.76,2,toukaidou,0,1,0,0,0,0,0,0
1467,ise,1,owari,,1,,,7,3506.41,0,201.76,2,toukaidou,0,1,0,0,0,0,0,0
1467,ise,1,mino,,0,,,7,3506.41,0,201.76,2,toukaidou,0,1,0,0,0,0,0,0
1467,iwami,0,suo,,0,,,5,3760.11,0,217.38,6,sanindou,0,0,0,0,0,1,0,0
1467,iwami,0,nagato,,1,,,5,3760.11,0,217.38,6,sanindou,0,0,0,0,0,1,0,0
1467,iwami,0,aki,,0,,,5,3760.11,0,217.38,6,sanindou,0,0,0,0,0,1,0,0
1467,iwami,0,bingo,,0,,,5,3760.11,0,217.38,6,sanindou,0,0,0,0,0,1,0,0
1467,iwami,0,izumo,,1,,,5,3760.11,0,217.38,6,sanindou,0,0,0,0,0,1,0,0
1467,iyo,0,tosa,,1,,,3,5461.32,0,316.54,5,nankaidou,0,0,0,0,1,0,0,0
1467,iyo,0,awa2,,0,,,3,5461.32,0,316.54,5,nankaidou,0,0,0,0,1,0,0,0
1467,iyo,0,sanuki,,1,,,3,5461.32,0,316.54,5,nankaidou,0,0,0,0,1,0,0,0
1467,izu,0,suruga,,0,,,2,1470.43,0,260.25,2,toukaidou,0,1,0,0,0,0,0,0
1467,izu,0,sagami,,1,,,2,1470.43,0,260.25,2,toukaidou,0,1,0,0,0,0,0,0
1467,izumi,0,settsu,,1,,,3,738.87,0,131.45,4,kinai,0,0,0,1,0,0,0,0
1467,izumi,0,kawachi,,1,,,3,738.87,0,131.45,4,kinai,0,0,0,1,0,0,0,0
1467,izumi,0,kii,,1,,,3,738.87,0,131.45,4,kinai,0,0,0,1,0,0,0,0
1467,izumo,0,iwami,,1,,,3,2687.53,0,155.56,6,sanindou,0,0,0,0,0,1,0,0
1467,izumo,0,bingo,,0,,,3,2687.53,0,155.56,6,sanindou,0,0,0,0,0,1,0,0
1467,izumo,0,houki,,1,,,3,2687.53,0,155.56,6,sanindou,0,0,0,0,0,1,0,0
1467,kaga,0,echizen,,1,,,4,2171.04,0,248.98,3,hokurikudou,0,0,1,0,0,0,0,0
1467,kaga,0,noto,,1,,,4,2171.04,0,248.98,3,hokurikudou,0,0,1,0,0,0,0,0
1467,kaga,0,ecchu,,1,,,4,2171.04,0,248.98,3,hokurikudou,0,0,1,0,0,0,0,0
1467,kaga,0,hida,,0,,,4,2171.04,0,248.98,3,hokurikudou,0,0,1,0,0,0,0,0
1467,kai,0,suruga,,1,,,4,4471.08,1,394.21,2,toukaidou,0,1,0,0,0,0,0,0
1467,kai,0,sagami,,0,,,4,4471.08,1,394.21,2,toukaidou,0,1,0,0,0,0,0,0
1467,kai,0,shinano,,0,,,4,4471.08,1,394.21,2,toukaidou,0,1,0,0,0,0,0,0
1467,kai,0,musashi,,0,,,4,4471.08,1,394.21,2,toukaidou,0,1,0,0,0,0,0,0
1467,kawachi,0,settsu,,1,,,5,405.67,1,87.56,4,kinai,0,0,0,1,0,0,0,0
1467,kawachi,0,izumi,,1,,,5,405.67,1,87.56,4,kinai,0,0,0,1,0,0,0,0
1467,kawachi,0,kii,,0,,,5,405.67,1,87.56,4,kinai,0,0,0,1,0,0,0,0
1467,kawachi,0,yamato,,1,,,5,405.67,1,87.56,4,kinai,0,0,0,1,0,0,0,0
1467,kawachi,0,yamashiro,,1,,,5,405.67,1,87.56,4,kinai,0,0,0,1,0,0,0,0
1467,kazusa,0,awa1,,1,,,2,2583.24,0,44.8,2,toukaidou,0,1,0,0,0,0,0,0
1467,kazusa,0,shimousa,,1,,,2,2583.24,0,44.8,2,toukaidou,0,1,0,0,0,0,0,0
1467,kii,1,izumi,,1,,,4,5712.59,0,254.03,5,nankaidou,0,0,0,0,1,0,0,0
1467,kii,1,kawachi,,0,,,4,5712.59,0,254.03,5,nankaidou,0,0,0,0,1,0,0,0
1467,kii,1,yamato,,0,,,4,5712.59,0,254.03,5,nankaidou,0,0,0,0,1,0,0,0
1467,kii,1,ise,,0,,,4,5712.59,0,254.03,5,nankaidou,0,0,0,0,1,0,0,0
1467,kouzuke,0,shinano,,1,,,6,6395.51,1,257.99,1,tousandou,1,0,0,0,0,0,0,0
1467,kouzuke,0,musashi,,0,,,6,6395.51,1,257.99,1,tousandou,1,0,0,0,0,0,0,0
1467,kouzuke,0,shimousa,,0,,,6,6395.51,1,257.99,1,tousandou,1,0,0,0,0,0,0,0
1467,kouzuke,0,shimotsuke,,1,,,6,6395.51,1,257.99,1,tousandou,1,0,0,0,0,0,0,0
1467,kouzuke,0,mutsu,,0,,,6,6395.51,1,257.99,1,tousandou,1,0,0,0,0,0,0,0
1467,kouzuke,0,echigo,,0,,,6,6395.51,1,257.99,1,tousandou,1,0,0,0,0,0,0,0
1467,mikawa,0,owari,,1,,,4,3370.87,0,153.71,2,toukaidou,0,1,0,0,0,0,0,0
1467,mikawa,0,mino,,0,,,4,3370.87,0,153.71,2,toukaidou,0,1,0,0,0,0,0,0
1467,mikawa,0,toutoumi,,1,,,4,3370.87,0,153.71,2,toukaidou,0,1,0,0,0,0,0,0
1467,mikawa,0,shinano,,0,,,4,3370.87,0,153.71,2,toukaidou,0,1,0,0,0,0,0,0
1467,mimasaka,1,bicchu,,0,,,5,2570.88,1,217.15,7,sanyoudou,0,0,0,0,0,0,1,0
1467,mimasaka,1,bizen,,0,,,5,2570.88,1,217.15,7,sanyoudou,0,0,0,0,0,0,1,0
1467,mimasaka,1,houki,,0,,,5,2570.88,1,217.15,7,sanyoudou,0,0,0,0,0,0,1,0
1467,mimasaka,1,harima,,1,,,5,2570.88,1,217.15,7,sanyoudou,0,0,0,0,0,0,1,0
1467,mimasaka,1,inaba,,0,,,5,2570.88,1,217.15,7,sanyoudou,0,0,0,0,0,0,1,0
1467,mino,0,oumi,,1,,,7,7914.92,1,279.26,1,tousandou,1,0,0,0,0,0,0,0
1467,mino,0,ise,,0,,,7,7914.92,1,279.26,1,tousandou,1,0,0,0,0,0,0,0
1467,mino,0,owari,,0,,,7,7914.92,1,279.26,1,tousandou,1,0,0,0,0,0,0,0
1467,mino,0,echizen,,0,,,7,7914.92,1,279.26,1,tousandou,1,0,0,0,0,0,0,0
1467,mino,0,hida,,1,,,7,7914.92,1,279.26,1,tousandou,1,0,0,0,0,0,0,0
1467,mino,0,mikawa,,0,,,7,7914.92,1,279.26,1,tousandou,1,0,0,0,0,0,0,0
1467,mino,0,shinano,,1,,,7,7914.92,1,279.26,1,tousandou,1,0,0,0,0,0,0,0
1467,musashi,0,sagami,,1,,,5,5933.03,0,123.41,2,toukaidou,0,1,0,0,0,0,0,0
1467,musashi,0,kai,,0,,,5,5933.03,0,123.41,2,toukaidou,0,1,0,0,0,0,0,0
1467,musashi,0,shinano,,0,,,5,5933.03,0,123.41,2,toukaidou,0,1,0,0,0,0,0,0
1467,musashi,0,shimousa,,1,,,5,5933.03,0,123.41,2,toukaidou,0,1,0,0,0,0,0,0
1467,musashi,0,kouzuke,,0,,,5,5933.03,0,123.41,2,toukaidou,0,1,0,0,0,0,0,0
1467,mutsu,0,hitachi,,1,,,5,48432.08,0,183.43,1,tousandou,1,0,0,0,0,0,0,0
1467,mutsu,0,shimotsuke,,1,,,5,48432.08,0,183.43,1,tousandou,1,0,0,0,0,0,0,0
1467,mutsu,0,kouzuke,,0,,,5,48432.08,0,183.43,1,tousandou,1,0,0,0,0,0,0,0
1467,mutsu,0,echigo,,0,,,5,48432.08,0,183.43,1,tousandou,1,0,0,0,0,0,0,0
1467,mutsu,0,dewa,,1,,,5,48432.08,0,183.43,1,tousandou,1,0,0,0,0,0,0,0
1467,nagato,0,suo,,1,,,2,2372,0,173.88,7,sanyoudou,0,0,0,0,0,0,1,0
1467,nagato,0,iwami,,1,,,2,2372,0,173.88,7,sanyoudou,0,0,0,0,0,0,1,0
1467,noto,0,kaga,,1,,,2,2063.37,0,110.32,3,hokurikudou,0,0,1,0,0,0,0,0
1467,noto,0,ecchu,,0,,,2,2063.37,0,110.32,3,hokurikudou,0,0,1,0,0,0,0,0
1467,oumi,1,tanba,,0,,,7,3909.26,1,168.49,1,tousandou,1,0,0,0,0,0,0,0
1467,oumi,1,yamashiro,,1,,,7,3909.26,1,168.49,1,tousandou,1,0,0,0,0,0,0,0
1467,oumi,1,wakasa,,1,,,7,3909.26,1,168.49,1,tousandou,1,0,0,0,0,0,0,0
1467,oumi,1,iga,,0,,,7,3909.26,1,168.49,1,tousandou,1,0,0,0,0,0,0,0
1467,oumi,1,ise,,1,,,7,3909.26,1,168.49,1,tousandou,1,0,0,0,0,0,0,0
1467,oumi,1,mino,,1,,,7,3909.26,1,168.49,1,tousandou,1,0,0,0,0,0,0,0
1467,oumi,1,echizen,,1,,,7,3909.26,1,168.49,1,tousandou,1,0,0,0,0,0,0,0
1467,osumi,0,satsuma,,1,,,2,3834.17,0,210.86,8,saikaidou,0,0,0,0,0,0,0,1
1467,osumi,0,hyuuga,,1,,,2,3834.17,0,210.86,8,saikaidou,0,0,0,0,0,0,0,1
1467,owari,0,ise,,1,,,3,1751.16,0,29.4,2,toukaidou,0,1,0,0,0,0,0,0
1467,owari,0,mino,,0,,,3,1751.16,0,29.4,2,toukaidou,0,1,0,0,0,0,0,0
1467,owari,0,mikawa,,1,,,3,1751.16,0,29.4,2,toukaidou,0,1,0,0,0,0,0,0
1467,sagami,0,suruga,,1,,,4,2002.77,0,184.31,2,toukaidou,0,1,0,0,0,0,0,0
1467,sagami,0,izu,,1,,,4,2002.77,0,184.31,2,toukaidou,0,1,0,0,0,0,0,0
1467,sagami,0,kai,,0,,,4,2002.77,0,184.31,2,toukaidou,0,1,0,0,0,0,0,0
1467,sagami,0,musashi,,1,,,4,2002.77,0,184.31,2,toukaidou,0,1,0,0,0,0,0,0
1467,sanuki,0,iyo,,1,,,2,1652.96,0,167.94,5,nankaidou,0,0,0,0,1,0,0,0
1467,sanuki,0,awa2,,1,,,2,1652.96,0,167.94,5,nankaidou,0,0,0,0,1,0,0,0
1467,satsuma,0,osumi,,1,,,3,3539.38,0,154.55,8,saikaidou,0,0,0,0,0,0,0,1
1467,satsuma,0,hyuuga,,0,,,3,3539.38,0,154.55,8,saikaidou,0,0,0,0,0,0,0,1
1467,satsuma,0,higo,,1,,,3,3539.38,0,154.55,8,saikaidou,0,0,0,0,0,0,0,1
1467,settsu,4,harima,,1,,,5,1380.59,0,131.81,4,kinai,0,0,0,1,0,0,0,0
1467,settsu,4,tanba,,0,,,5,1380.59,0,131.81,4,kinai,0,0,0,1,0,0,0,0
1467,settsu,4,izumi,,1,,,5,1380.59,0,131.81,4,kinai,0,0,0,1,0,0,0,0
1467,settsu,4,kawachi,,1,,,5,1380.59,0,131.81,4,kinai,0,0,0,1,0,0,0,0
1467,settsu,4,yamashiro,,1,,,5,1380.59,0,131.81,4,kinai,0,0,0,1,0,0,0,0
1467,shima,0,ise,,1,,,1,343.43,0,100.57,2,toukaidou,0,1,0,0,0,0,0,0
1467,shimousa,0,musashi,,1,,,5,2833.68,0,15.3,2,toukaidou,0,1,0,0,0,0,0,0
1467,shimousa,0,kazusa,,1,,,5,2833.68,0,15.3,2,toukaidou,0,1,0,0,0,0,0,0
1467,shimousa,0,hitachi,,1,,,5,2833.68,0,15.3,2,toukaidou,0,1,0,0,0,0,0,0
1467,shimousa,0,shimotsuke,,0,,,5,2833.68,0,15.3,2,toukaidou,0,1,0,0,0,0,0,0
1467,shimousa,0,kouzuke,,0,,,5,2833.68,0,15.3,2,toukaidou,0,1,0,0,0,0,0,0
1467,shimotsuke,0,shimousa,,0,,,4,6291.09,1,179.99,1,tousandou,1,0,0,0,0,0,0,0
1467,shimotsuke,0,hitachi,,0,,,4,6291.09,1,179.99,1,tousandou,1,0,0,0,0,0,0,0
1467,shimotsuke,0,kouzuke,,1,,,4,6291.09,1,179.99,1,tousandou,1,0,0,0,0,0,0,0
1467,shimotsuke,0,mutsu,,1,,,4,6291.09,1,179.99,1,tousandou,1,0,0,0,0,0,0,0
1467,shinano,1,mino,,1,,,10,12083.18,1,350.72,1,tousandou,1,0,0,0,0,0,0,0
1467,shinano,1,ecchu,,0,,,10,12083.18,1,350.72,1,tousandou,1,0,0,0,0,0,0,0
1467,shinano,1,hida,,0,,,10,12083.18,1,350.72,1,tousandou,1,0,0,0,0,0,0,0
1467,shinano,1,mikawa,,0,,,10,12083.18,1,350.72,1,tousandou,1,0,0,0,0,0,0,0
1467,shinano,1,suruga,,0,,,10,12083.18,1,350.72,1,tousandou,1,0,0,0,0,0,0,0
1467,shinano,1,kai,,0,,,10,12083.18,1,350.72,1,tousandou,1,0,0,0,0,0,0,0
1467,shinano,1,musashi,,0,,,10,12083.18,1,350.72,1,tousandou,1,0,0,0,0,0,0,0
1467,shinano,1,kouzuke,,1,,,10,12083.18,1,350.72,1,tousandou,1,0,0,0,0,0,0,0
1467,shinano,1,echigo,,1,,,10,12083.18,1,350.72,1,tousandou,1,0,0,0,0,0,0,0
1467,shinano,1,toutoumi,,0,,,10,12083.18,1,350.72,1,tousandou,1,0,0,0,0,0,0,0
1467,suo,0,nagato,,1,,,3,3549.75,0,196.93,7,sanyoudou,0,0,0,0,0,0,1,0
1467,suo,0,aki,,1,,,3,3549.75,0,196.93,7,sanyoudou,0,0,0,0,0,0,1,0
1467,suo,0,iwami,,0,,,3,3549.75,0,196.93,7,sanyoudou,0,0,0,0,0,0,1,0
1467,suruga,0,toutoumi,,1,,,5,3348.18,0,333.95,2,toukaidou,0,1,0,0,0,0,0,0
1467,suruga,0,izu,,0,,,5,3348.18,0,333.95,2,toukaidou,0,1,0,0,0,0,0,0
1467,suruga,0,sagami,,1,,,5,3348.18,0,333.95,2,toukaidou,0,1,0,0,0,0,0,0
1467,suruga,0,kai,,1,,,5,3348.18,0,333.95,2,toukaidou,0,1,0,0,0,0,0,0
1467,suruga,0,shinano,,0,,,5,3348.18,0,333.95,2,toukaidou,0,1,0,0,0,0,0,0
1467,tajima,0,harima,,0,,,4,2334.59,0,276.47,6,sanindou,0,0,0,0,0,1,0,0
1467,tajima,0,inaba,,1,,,4,2334.59,0,276.47,6,sanindou,0,0,0,0,0,1,0,0
1467,tajima,0,tango,,1,,,4,2334.59,0,276.47,6,sanindou,0,0,0,0,0,1,0,0
1467,tajima,0,tanba,,1,,,4,2334.59,0,276.47,6,sanindou,0,0,0,0,0,1,0,0
1467,tanba,1,harima,,0,,,7,2805.21,1,209.63,6,sanindou,0,0,0,0,0,1,0,0
1467,tanba,1,tajima,,1,,,7,2805.21,1,209.63,6,sanindou,0,0,0,0,0,1,0,0
1467,tanba,1,tango,,1,,,7,2805.21,1,209.63,6,sanindou,0,0,0,0,0,1,0,0
1467,tanba,1,settsu,,0,,,7,2805.21,1,209.63,6,sanindou,0,0,0,0,0,1,0,0
1467,tanba,1,yamashiro,,1,,,7,2805.21,1,209.63,6,sanindou,0,0,0,0,0,1,0,0
1467,tanba,1,wakasa,,0,,,7,2805.21,1,209.63,6,sanindou,0,0,0,0,0,1,0,0
1467,tanba,1,oumi,,0,,,7,2805.21,1,209.63,6,sanindou,0,0,0,0,0,1,0,0
1467,tango,0,tajima,,1,,,3,1352.15,0,201.56,6,sanindou,0,0,0,0,0,1,0,0
1467,tango,0,tanba,,1,,,3,1352.15,0,201.56,6,sanindou,0,0,0,0,0,1,0,0
1467,tango,0,wakasa,,0,,,3,1352.15,0,201.56,6,sanindou,0,0,0,0,0,1,0,0
1467,toutoumi,0,mikawa,,1,,,3,2979.13,0,235.65,2,toukaidou,0,1,0,0,0,0,0,0
1467,toutoumi,0,suruga,,1,,,3,2979.13,0,235.65,2,toukaidou,0,1,0,0,0,0,0,0
1467,toutoumi,0,shinano,,0,,,3,2979.13,0,235.65,2,toukaidou,0,1,0,0,0,0,0,0
1467,tosa,0,iyo,,1,,,2,7174.71,0,319.07,5,nankaidou,0,0,0,0,1,0,0,0
1467,tosa,0,awa2,,0,,,2,7174.71,0,319.07,5,nankaidou,0,0,0,0,1,0,0,0
1467,wakasa,0,tango,,0,,,4,904.47,0,276.13,3,hokurikudou,0,0,1,0,0,0,0,0
1467,wakasa,0,tanba,,0,,,4,904.47,0,276.13,3,hokurikudou,0,0,1,0,0,0,0,0
1467,wakasa,0,oumi,,1,,,4,904.47,0,276.13,3,hokurikudou,0,0,1,0,0,0,0,0
1467,wakasa,0,echizen,,1,,,4,904.47,0,276.13,3,hokurikudou,0,0,1,0,0,0,0,0
1467,yamashiro,22,tanba,,1,,,6,1038.34,1,151.14,4,kinai,0,0,0,1,0,0,0,0
1467,yamashiro,22,settsu,,1,,,6,1038.34,1,151.14,4,kinai,0,0,0,1,0,0,0,0
1467,yamashiro,22,kawachi,,1,,,6,1038.34,1,151.14,4,kinai,0,0,0,1,0,0,0,0
1467,yamashiro,22,yamato,,1,,,6,1038.34,1,151.14,4,kinai,0,0,0,1,0,0,0,0
1467,yamashiro,22,oumi,,1,,,6,1038.34,1,151.14,4,kinai,0,0,0,1,0,0,0,0
1467,yamashiro,22,iga,,0,,,6,1038.34,1,151.14,4,kinai,0,0,0,1,0,0,0,0
